,learning_rate,weight_decay,batch_size,hidden_size,validation loss,rewards
0,0.01,0.003,128,12,1.0239155143499374,"[-8.934906959533691, -8.929353713989258, -1.3569926222165425, -2.4760348002115884, -3.048153877258301, -1.3990797057747841, -20.873145421346027, -1.3137322266896565, -46.08812713623047, -7.308544158935547, -3.0546696186065674, -2.0738561153411865, -1.6849541664123535, -1.9610521793365479, -1.4974383041262627, -63.70933151245117, -1.4378433227539062, -1.357903817296028, -1.5011565685272217, -10.60830636024475, -2.8704617023468018, -1.5189147472381592, -1.4867184162139893, -2.868181586265564, -126.18009948730469, -1.611907958984375, -1.2303699652353923, -1.2056412398815155, -38.53657913208008, -1.3815609514713287, -7.689785718917847, -1.562101125717163, -1.4639124870300293, -25.329946517944336, -1.5060342073440551, -1.7383167147636414, -1.3755292892456055, -2.604595899581909, -1.5134127140045166, -3.2403693199157715, -1.541010578473409, -1.4950653314590454, -1.7270936965942383, -1.3706037819385528, -88.60946655273438, -1.5717923641204834, -1.662761825323105, -2.503875732421875, -120.14638824462891, -1.451789100964864, -1.6451252698898315, -1.0401910990476608, -1.9656066998839379, -2.7657711505889893, -1.4566994905471802, -1.6680326461791992, -8.819901466369629, -8.407381057739258, -1.527231103181839, -7.818972158432007, -1.413172247260809, -1.5438740253448486, -5.295949300130208, -4.815797805786133, -1.560662865638733, -1.4052834709485371, -1.5084945186972618, -1.705699364344279, -2.1132819652557373, -1.2876038153966267, -4.461018800735474, -1.509238064289093, -1.5195719003677368, -1.4745965003967285, -2.9207167625427246, -7.6498703956604, -1.4177894592285156, -26.223060607910156, -1.3656171162923176, -1.615182001888752, -1.5798231959342957, -1.4903587102890015, -1.8318607807159424, -21.692930221557617, -1.3433897078037262, -1.4050304094950359, -1.9115599393844604, -44.79363250732422, -1.3407520592212676, -44.57231140136719, -1.4066375136375426, -1.5488163530826569, -1.4694924235343934, -6.062787055969238, -5.2068257331848145, -1.6370354890823364, -1.892773985862732, -12.145816326141357, -4.158194065093994, -1.4843169033527375, -5.215792179107666, -2.4149367809295654, -1.4363774478435516, -8.841145356496176, -1.4852786242961884, -1.4365230003992717, -2.0295716524124146, -1.418265515565872, -1.4922741651535034, -1.3824312686920166, -2.0724151730537415, -1.3463452756404877, -61.699485778808594, -83.45803833007812, -85.061279296875, -43.71646671295166, -3.527661085128784, -2.866248369216919, -19.278165817260742, -1.3629037141799927, -1.5655733346939087, -30.98985481262207, -1.5079007863998413, -5.680118083953857, -13.290535926818848, -1.4263928055763244, -29.263569831848145, -77.15127563476562, -1.448269248008728, -1.4300026655197144, -2.5076737880706785, -1.63182532787323, -4.131322383880615, -24.119266510009766, -1.9983880519866943, -3.1813171923160555, -1.7693413019180297, -1.4102899432182312, -22.04945945739746, -1.522808913886547, -1.4671728610992432, -1.526724910736084, -13.345426797866821, -17.60131072998047, -1.4997291028499604, -2.4613490104675293, -1.9985672235488892, -1.4403865814208985, -1.6699448734521867, -1.9832895994186401, -11.046159744262695, -1.465816855430603, -20.917816162109375, -2.0654391646385193, -9.333637762069703, -1.1805173456668854, -2.31235933303833, -23.720703125, -1.5817759037017822, -1.0239155143499374]"
